,city,region,country,lng,lat,population,continent
6592,San Gil,Santander,CO,-73.1336,6.555,54687,SA
6593,San Gregorio Atzompa,Puebla,MX,-98.3445,19.0224,9671,SA
6594,San Ignacio,Cayo,BZ,-89.0696,17.1588,16977,NA
6595,San Ignacio Río Muerto,Sonora,MX,-110.245,27.415,8435,NA
6596,San Isidro,Buenos Aires,AR,-58.5167,-34.4667,43595,NA
6597,San Jacinto,Bolívar,CO,-75.1219,9.8311,21644,NA
6598,San Jacinto del Cauca,Bolívar,CO,-74.72,8.2497,13426,NA
6599,San Javier,Santa Fe,AR,-59.95,-30.5833,13604,NA
6600,San Jerónimo Coatlán,Oaxaca,MX,-96.8667,16.2333,5019,SA
6601,San Jerónimo Tlacochahuaya,Oaxaca,MX,-96.5556,17.0083,5491,NA
6602,San Jorge,Zacapa,GT,-89.5897,14.9253,13525,NA
6603,San Jose,Antique,PH,121.95,10.75,65140,NA
6604,San José,Nariño,CO,-78.2453,1.6967,25433,SA
6605,San José,Nariño,CO,-77.0808,1.4739,23279,SA
6606,San José,San José,CR,-84.0833,9.9333,288054,SA
6607,San José,San José,UY,-56.7167,-34.3333,36747,SA
6608,San José Ojetenam,San Marcos,GT,-91.9667,15.2167,19194,NA
6609,San José Pinula,Guatemala,GT,-90.4083,14.5446,47278,NA
6610,San José Tenango,Oaxaca,MX,-96.7333,18.15,18316,NA
6611,San José Villa de Allende,México,MX,-100.1475,19.3747,52641,AS
6612,San José de Aerocuar,Sucre,VE,-63.3278,10.6014,11162,SA
6613,San José de Bocay,Jinotega,NI,-85.5394,13.542,63922,SA
6614,San José de Cusmapa,Madriz,NI,-86.65,13.2833,7072,NA
6615,San José de Gracia,Aguascalientes,MX,-102.4167,22.15,8896,SA
6616,San José de Ocoa,Valdesia,DO,-70.5,18.55,39451,NA
6617,San José de Pare,Boyacá,CO,-73.5467,6.0192,5221,NA
6618,San José de las Lajas,Mayabeque,CU,-82.1558,22.9678,73136,NA
6619,San José del Cabo,Baja California Sur,MX,-109.7081,23.0614,136285,NA
6620,San José del Golfo,Guatemala,GT,-90.3726,14.7629,5156,SA
6621,San José del Guaviare,Guaviare,CO,-72.6386,2.5653,68878,NA
6622,San Juan,Batangas,PH,121.396,13.826,114068,NA
6623,San Juan,El Valle,DO,-71.23,18.81,132177,NA
6624,San Juan,Puerto Rico,PR,-66.0636,18.4037,323279,NA
6625,San Juan,San Juan,AR,-68.5364,-31.5375,471389,SA
6626,San Juan,San Juan,PH,121.0333,14.6,126347,NA
6627,San Juan Bautista,Misiones,PY,-57.15,-26.68,7882,NA
6628,San Juan Chamelco,Alta Verapaz,GT,-90.3263,15.4257,61634,NA
6629,San Juan Evangelista,Veracruz,MX,-95.1333,17.8833,33929,SA
6630,San Juan Ixcoy,Huehuetenango,GT,-91.45,15.6,25846,AS
6631,San Juan La Laguna,Sololá,GT,-91.2833,14.7,10177,NA
6632,San Juan Mixtepec,Oaxaca,MX,-97.8333,17.3,6680,NA
6633,San Juan Nepomuceno,Bolívar,CO,-75.0811,9.9522,34012,SA
6634,San Juan Sacatepéquez,Guatemala,GT,-90.6442,14.7189,193000,AS
6635,San Juan de Urabá,Antioquia,CO,-76.5286,8.7611,27149,SA
6636,San Juan de los Lagos,Jalisco,MX,-102.3304,21.2489,69725,NA
6637,San Juan de los Morros,Guárico,VE,-67.354,9.901,87739,NA
6638,San Juan del Cesar,La Guajira,CO,-73.0031,10.7708,39472,NA
6639,San Juan del Río,Querétaro,MX,-99.9833,20.3833,301237,NA
6640,San Juan del Sur,Rivas,NI,-85.8667,11.25,17104,NA
6641,San Juan y Martínez,Pinar del Río,CU,-83.8333,22.2667,44344,SA
6642,San Juan Ñumí,Oaxaca,MX,-97.7,17.4,5747,NA
6643,San Juanito de Escobedo,Jalisco,MX,-104.0,20.8,9433,SA
6644,San Julián,Jalisco,MX,-102.1667,21.0167,15890,NA
6645,San Julián,Santa Cruz,AR,-67.7298,-49.307,7894,SA
6646,San Justo,Buenos Aires,AR,-58.55,-34.6833,136604,SA
6647,San Justo,Santa Fe,AR,-60.5833,-30.7833,21624,NA
6648,San Kamphaeng,Chiang Mai,TH,99.1167,18.75,17857,NA
6649,San Lawrenz,San Lawrenz,MT,14.2042,36.055,748,NA
6650,San Lorenzo,Nariño,CO,-77.2178,1.5039,20403,NA
6651,San Lucas Sacatepéquez,Sacatepéquez,GT,-90.6568,14.6095,25198,NA
6652,San Lucas Tolimán,Sololá,GT,-91.1333,14.6333,25650,NA
6653,San Luis,Petén,GT,-89.44,16.2,132470,SA
6654,San Luis,Pinar del Río,CU,-83.7681,22.2828,33039,SA
6655,San Luis,San Luis,AR,-66.3392,-33.2994,169947,SA
6656,San Luis,Santiago de Cuba,CU,-75.8486,20.1881,88496,AS
6657,San Luis Potosí,San Luis Potosí,MX,-100.9761,22.1511,772828,EU
6658,San Luis Río Colorado,Sonora,MX,-114.7625,32.4767,176685,SA
6659,San Luis de Palenque,Casanare,CO,-71.7314,5.4222,7951,NA
6660,San Luis de Sincé,Sucre,CO,-75.1458,9.2447,35022,NA
6661,San Luis de la Paz,Guanajuato,MX,-100.5167,21.3,101370,NA
6662,San Marcos,Carazo,NI,-86.2,11.9167,24000,NA
6663,San Marcos,San Marcos,GT,-91.7958,14.9653,65571,SA
6664,San Marcos,Sucre,CO,-75.1289,8.6622,59976,NA
6665,San Marino,San Marino Città,SM,12.4484,43.932,4040,NA
6666,San Martin Texmelucan de Labastida,Puebla,MX,-98.4283,19.2693,152051,NA
6667,San Martín,Mendoza,AR,-68.4706,-33.0806,117399,SA
6668,San Martín,Meta,CO,-73.6986,3.6969,25902,SA
6669,San Martín Hidalgo,Jalisco,MX,-103.9286,20.435,8092,NA
6670,San Martín Sacatepéquez,Quetzaltenango,GT,-91.6425,14.8246,24700,NA
6671,San Martín de las Pirámides,México,MX,-98.8167,19.7333,21511,NA
6672,San Martín de los Andes,Neuquén,AR,-71.35,-40.1667,27956,SA
6673,San Miguel,San Miguel,SV,-88.1833,13.4833,218410,EU
6674,San Miguel Chicaj,Baja Verapaz,GT,-90.4,15.1,36845,NA
6675,San Miguel Ixtahuacán,San Marcos,GT,-91.75,15.25,35276,SA
6676,San Miguel Panixtlahuaca,Oaxaca,MX,-97.3781,16.2597,5930,SA
6677,San Miguel Panán,Suchitepéquez,GT,-91.3667,14.5333,5277,NA
6678,San Miguel Sigüilá,Quetzaltenango,GT,-91.6167,14.9,7411,NA
6679,San Miguel de Allende,Guanajuato,MX,-100.7436,20.9142,69811,NA
6680,San Miguel de Tucumán,Tucumán,AR,-65.2167,-26.8167,605767,SA
6681,San Miguel del Puerto,Oaxaca,MX,-96.1667,15.9167,8362,NA
6682,San Miguelito,Panamá,PA,-79.5,9.033,315019,NA
6683,San Nicolás,Mayabeque,CU,-81.9069,22.7819,21563,NA
6684,San Nicolás Tolentino,San Luis Potosí,MX,-100.5525,22.2489,5547,NA
6685,San Nicolás de los Arroyos,Buenos Aires,AR,-60.2167,-33.3333,160000,NA
6686,San Nicolás de los Garza,Nuevo León,MX,-100.2833,25.75,443273,NA
6687,San Nicolás de los Ranchos,Puebla,MX,-98.4833,19.0667,11734,NA
6688,San Onofre,Sucre,CO,-75.5256,9.7372,51991,SA
6689,San Pablo,Bolívar,CO,-73.9231,7.4764,36341,NA
6690,San Pablo Huitzo,Oaxaca,MX,-96.8825,17.2764,7024,NA
6691,San Pablo Huixtepec,Oaxaca,MX,-96.7833,16.8167,9313,NA
6692,San Pablo Villa de Mitla,Oaxaca,MX,-96.4,16.917,7547,NA
6693,San Pedro,Buenos Aires,AR,-59.6669,-33.6794,47452,SA
6694,San Pedro,Coahuila de Zaragoza,MX,-102.9831,25.7578,49490,NA
6695,San Pedro,Jujuy,AR,-64.87,-24.2196,58430,NA
6696,San Pedro Ayampuc,Guatemala,GT,-90.4525,14.7785,44996,SA
6697,San Pedro Carchá,Alta Verapaz,GT,-90.312,15.4768,255006,SA
6698,San Pedro Garza García,Nuevo León,MX,-100.3,25.6667,122659,NA
6699,San Pedro Huamelula,Oaxaca,MX,-95.6667,16.0167,10014,NA
6700,San Pedro Jicayán,Oaxaca,MX,-97.9833,16.4167,12387,NA
6701,San Pedro La Laguna,Sololá,GT,-91.273,14.6918,10150,SA
6702,San Pedro Mixtepec,Oaxaca,MX,-97.1169,16.0,48336,NA
6703,San Pedro Pochutla,Oaxaca,MX,-96.4652,15.7463,13685,SA
6704,San Pedro Sacatepéquez,Guatemala,GT,-90.6423,14.6862,31503,NA
6705,San Pedro Sacatepéquez,San Marcos,GT,-91.7775,14.9664,67075,NA
6706,San Pedro Sula,Cortés,HN,-88.0333,15.5,1073824,NA
6707,San Pedro de Macorís,Higuamo,DO,-69.3061,18.4572,195307,NA
6708,San Pedro de Urabá,Antioquia,CO,-76.3769,8.275,32328,NA
6709,San Pedro de Ycuamandiyú,San Pedro,PY,-57.0833,-24.1,35021,NA
6710,San Pelayo,Córdoba,CO,-75.8375,8.9578,45396,NA
6711,San Rafael,Mendoza,AR,-68.3356,-34.6175,107997,NA
6712,San Rafael,Veracruz,MX,-96.8658,20.1889,29631,NA
6713,San Rafael Pie de la Cuesta,San Marcos,GT,-91.9167,14.9333,15207,NA
6714,San Rafael del Norte,Jinotega,NI,-86.1,13.2,22147,NA
6715,San Rafael del Sur,Managua,NI,-86.45,11.85,23420,NA
6716,San Raimundo,Guatemala,GT,-90.5956,14.7647,22615,SA
6717,San Ramón de la Nueva Orán,Salta,AR,-64.3222,-23.1361,74059,SA
6718,San Salvador,Entre Ríos,AR,-58.5,-31.6167,12733,SA
6719,San Salvador,Hidalgo,MX,-99.0153,20.2833,28637,SA
6720,San Salvador,San Salvador,SV,-89.1914,13.6989,567698,NA
6721,San Salvador de Jujuy,Jujuy,AR,-65.2994,-24.1856,321789,NA
6722,San Sebastián de Yalí,Jinotega,NI,-86.1833,13.3,35549,NA
6723,San Sebastián del Oeste,Jalisco,MX,-104.819,20.8511,5643,NA
6724,San Simón de Guerrero,México,MX,-100.0067,19.0225,6010,NA
6725,San Vicente,San Vicente,SV,-88.8,13.6333,53213,SA
6726,San Vicente Pacaya,Escuintla,GT,-90.6392,14.4161,7162,SA
6727,San Vicente de Chucurí,Santander,CO,-73.4119,6.8819,35121,NA
6728,San Vicente del Caguán,Caquetá,CO,-74.77,2.1153,72949,NA
6729,San Zenón,Magdalena,CO,-74.4992,9.245,9107,SA
6730,San Ġiljan,San Ġiljan,MT,14.49,35.9186,7752,NA
6731,San Ġwann,San Ġwann,MT,14.4786,35.9094,12523,NA
6732,San-Pédro,Bas-Sassandra,CI,-6.64,4.7704,210273,NA
6733,Sanaa,Amānat al ‘Āşimah,YE,44.2,15.35,2957000,NA
6734,Sanandaj,Kordestān,IR,46.9989,35.3097,412767,NA
6735,Sanarate,El Progreso,GT,-90.1922,14.795,33025,SA
6736,Sanare,Lara,VE,-69.7931,9.7822,48764,SA
6737,Sancti Spíritus,Sancti Spíritus,CU,-79.4439,21.9339,138504,SA
6738,Sandnes,Rogaland,NO,5.7333,58.85,58694,EU
6739,Sandnessjøen,Nordland,NO,12.6333,66.0167,6052,EU
6740,Sandomierz,Świętokrzyskie,PL,21.75,50.6833,24187,AF
6741,Sandoná,Nariño,CO,-77.4711,1.2847,25220,AS
6742,Sangerhausen,Saxony-Anhalt,DE,11.3,51.4667,26297,AS
6743,Sanhe,Ningxia,CN,105.6401,36.5643,20844,NA
6744,Sanjiang,Guangdong,CN,112.2884,24.7265,39398,SA
6745,Sanjiaocheng,Qinghai,CN,100.9872,36.8993,11196,NA
6746,Sankt Gallen,Sankt Gallen,CH,9.3772,47.4233,75833,EU
6747,Sankt Johann im Pongau,Salzburg,AT,13.2,47.35,11235,EU
6748,Sankt Pölten,Niederösterreich,AT,15.6167,48.2,55514,EU
6749,Sankt Veit an der Glan,Kärnten,AT,14.3603,46.7667,12547,SA
6750,Sankt Wendel,Saarland,DE,7.1667,49.4667,25862,EU
6751,Sanluri,Sardegna,IT,8.9,39.5611,8464,AS
6752,Sanming,Fujian,CN,117.6302,26.2658,2580000,AS
6753,Sannat,Sannat,MT,14.2458,36.0244,2117,AS
6754,Sanniquellie,Nimba,LR,-8.685,7.371,11415,EU
6755,Sanom,Surin,TH,103.7567,15.1988,5074,EU
6756,Sansare,El Progreso,GT,-90.1158,14.7478,11124,EU
6757,Sanski Most,"Bosnia and Herzegovina, Federation of",BA,16.6667,44.7667,47359,EU
6758,Sant Julià de Lòria,Sant Julià de Lòria,AD,1.49,42.47,9156,EU
6759,Santa Ana,Magdalena,CO,-74.5706,9.3194,25938,EU
6760,Santa Ana,Petén,GT,-89.8272,16.8069,7792,AS
6761,Santa Ana,Santa Ana,SV,-89.5333,13.9833,270413,EU
6762,Santa Ana,Sonora,MX,-111.1205,30.5406,12372,AF
6763,Santa Ana Chiautempan,Tlaxcala,MX,-98.1833,19.3167,46776,AS
6764,Santa Ana Huista,Huehuetenango,GT,-91.8167,15.6833,11134,NA
6765,Santa Ana Maya,Michoacán de Ocampo,MX,-101.0167,20.0,12466,EU
6766,Santa Ana Nextlalpan,México,MX,-99.0667,19.7167,34374,EU
6767,Santa Bárbara,Antioquia,CO,-75.5661,5.8747,21413,SA
6768,Santa Bárbara,Chihuahua,MX,-105.8203,26.8133,10721,NA
6769,Santa Bárbara,Santa Bárbara,HN,-88.2333,14.9167,29283,NA
6770,Santa Bárbara de Pinto,Magdalena,CO,-74.7017,9.4353,12610,NA
6771,Santa Catarina Ixtahuacán,Sololá,GT,-91.3667,14.8,48097,NA
6772,Santa Catarina Pinula,Guatemala,GT,-90.488,14.5644,63767,NA
6773,Santa Clara,Villa Clara,CU,-79.9531,22.4067,247436,NA
6774,Santa Clara La Laguna,Sololá,GT,-91.3,14.7167,9500,NA
6775,Santa Comba Dão,Viseu,PT,-8.1333,40.4,11597,SA
6776,Santa Cruz,Canary Islands,ES,-16.25,28.4667,208563,NA
6777,Santa Cruz,Santa Cruz,BO,-63.1975,-17.7892,3151676,NA
6778,Santa Cruz Atizapán,México,MX,-99.4886,19.1756,8909,SA
6779,Santa Cruz Naranjo,Santa Rosa,GT,-90.3667,14.3833,16385,NA
6780,Santa Cruz Verapaz,Alta Verapaz,GT,-90.4306,15.3736,35878,NA
6781,Santa Cruz de Los Taques,Falcón,VE,-70.2535,11.8231,41579,NA
6782,Santa Cruz del Quiché,Quiché,GT,-91.25,15.05,35000,NA
6783,Santa Elena,Santa Elena,EC,-80.8583,-2.2267,39681,EU
6784,Santa Eulalia,Chihuahua,MX,-105.8878,28.5939,7135,EU
6785,Santa Fe,New Mexico,US,-105.9819,35.6619,111269,SA
6786,Santa Fe,Santa Fe,AR,-60.7,-31.6333,405683,NA
6787,Santa Fe de Antioquia,Antioquia,CO,-75.8275,6.5564,22764,NA
6788,Santa Isabel Cholula,Puebla,MX,-98.3667,19.0,9236,NA
6789,Santa Lucia La Reforma,Totonicapán,GT,-91.2333,15.1333,25668,SA
6790,Santa Lucía,Atlántico,CO,-74.9589,10.3247,11584,NA
6791,Santa Lucía,Miranda,VE,-66.6639,10.2606,112357,SA
6792,Santa Lucía Cotzumalguapa,Escuintla,GT,-91.0167,14.3333,125473,NA
6793,Santa Lucía Utatlán,Sololá,GT,-91.2667,14.7667,23255,NA
6794,Santa Marta,Magdalena,CO,-74.2017,11.2361,515556,SA
6795,Santa Marta de Penaguião,Vila Real,PT,-7.7833,41.2,7356,SA
6796,Santa María,Catamarca,AR,-66.0333,-26.6833,17030,NA
6797,Santa María Chilchotla,Oaxaca,MX,-96.8167,18.2333,20328,NA
6798,Santa María Chiquimula,Totonicapán,GT,-91.3294,15.0292,58918,SA
6799,Santa María Colotepec,Oaxaca,MX,-96.9167,15.8833,24076,SA
6800,Santa María Huatulco,Oaxaca,MX,-96.3333,15.85,45680,NA
6801,Santa María Huazolotitlán,Oaxaca,MX,-97.9125,16.3014,11400,NA
6802,Santa María Jalapa del Marqués,Oaxaca,MX,-95.4434,16.4401,13148,SA
6803,Santa María Tonameca,Oaxaca,MX,-96.5472,15.7458,25130,EU
6804,Santa María Xadani,Oaxaca,MX,-95.0167,16.3667,8795,SA
6805,Santa María Yucuhiti,Oaxaca,MX,-97.7667,17.0167,6048,NA
6806,Santa María de Jesús,Sacatepéquez,GT,-90.7094,14.4933,15529,NA
6807,Santa María del Oro,Durango,MX,-105.3667,25.9333,5878,NA
6808,Santa María del Tule,Oaxaca,MX,-96.6363,17.0465,8918,NA
6809,Santa Rita,Aragua,VE,-67.5514,10.2003,169158,NA
6810,Santa Rita,Zulia,VE,-71.5108,10.5367,31810,NA
6811,Santa Rosa,Bolívar,CO,-75.3686,10.4456,24694,NA
6812,Santa Rosa,La Pampa,AR,-64.2906,-36.6203,103860,NA
6813,Santa Rosa de Cabal,Risaralda,CO,-75.6211,4.8672,73028,NA
6814,Santa Rosa de Copán,Copán,HN,-88.7833,14.7667,56000,NA
6815,Santa Rosa de Osos,Antioquia,CO,-75.4606,6.6472,37435,NA
6816,Santa Rosa de Río Primero,Córdoba,AR,-63.3833,-31.15,7761,NA
6817,Santa Rosa del Sur,Bolívar,CO,-74.0533,7.9633,42003,SA
6818,Santa Rosalía,Baja California Sur,MX,-112.2669,27.3389,14357,SA
6819,Santa Tecla,La Libertad,SV,-89.2899,13.6742,135483,SA
6820,Santa Teresa del Tuy,Miranda,VE,-66.65,10.2333,525321,SA
6821,Santa Venera,Santa Venera,MT,14.4778,35.8903,6932,SA
6822,Santana,Boyacá,CO,-73.4811,6.0572,7692,NA
6823,Santander,Cantabria,ES,-3.805,43.4628,172221,SA
6824,Santander de Quilichao,Cauca,CO,-76.4839,3.0083,116535,SA
6825,Santarém,Santarém,PT,-8.6869,39.2392,62200,SA
6826,Santiago,Cibao Norte,DO,-70.7,19.45,1343423,NA
6827,Santiago,Nuevo León,MX,-100.1333,25.4333,37886,NA
6828,Santiago,Región Metropolitana,CL,-70.6667,-33.45,7026000,SA
6829,Santiago,Santiago,PH,121.55,16.6833,148580,EU
6830,Santiago,Veraguas,PA,-80.9833,8.1004,45955,SA
6831,Santiago Atitlán,Sololá,GT,-91.2299,14.6386,45982,EU
6832,Santiago Ixcuintla,Nayarit,MX,-105.2079,21.811,18365,SA
6833,Santiago Maravatío,Guanajuato,MX,-101.0,20.1667,6670,EU
6834,Santiago Sacatepéquez,Sacatepéquez,GT,-90.6524,14.653,30747,NA
6835,Santiago Suchilquitongo,Oaxaca,MX,-96.8833,17.25,10397,NA
6836,Santiago Tulantepec,Hidalgo,MX,-98.3575,20.0397,16078,SA
6837,Santiago Tuxtla,Veracruz,MX,-95.3,18.4654,57466,AS
6838,Santiago de Compostela,Galicia,ES,-8.5444,42.8778,97858,NA
6839,Santiago de Cuba,Santiago de Cuba,CU,-75.8294,20.0217,444851,NA
6840,Santiago de Tolú,Sucre,CO,-75.5817,9.525,35670,NA
6841,Santiago del Estero,Santiago del Estero,AR,-64.2669,-27.7844,252192,NA
6842,Santiago do Cacém,Setúbal,PT,-8.6833,38.0,29749,NA
6843,Santo António,Príncipe,ST,7.4394,1.6806,1300,NA
6844,Santo Domingo,Antioquia,CO,-75.1658,6.4708,10759,NA
6845,Santo Domingo,Ozama,DO,-69.8933,18.4764,2581827,NA
6846,Santo Domingo Este,Ozama,DO,-69.8734,18.4855,948855,EU
6847,Santo Domingo Suchitepéquez,Suchitepéquez,GT,-91.4833,14.4667,32202,NA
6848,Santo Domingo Tehuantepec,Oaxaca,MX,-95.2478,16.3184,64639,SA
6849,Santo Domingo de los Colorados,Santo Domingo de los Tsáchilas,EC,-79.1719,-0.2542,270875,SA
6850,Santo Tirso,Porto,PT,-8.4775,41.3425,71530,EU
6851,Santo Tomás,Atlántico,CO,-74.7558,10.7575,23188,AF
6852,Santo Tomás de los Plátanos,México,MX,-100.2589,19.1817,9682,SA
6853,Sanya,Hainan,CN,109.5019,18.2536,614647,NA
6854,Sapele,Delta,NG,5.6536,5.8261,242652,NA
6855,Sapna,"Bosnia and Herzegovina, Federation of",BA,19.0028,44.4917,12136,NA
6856,Sapouy,Centre-Ouest,BF,-1.775,11.5478,3837,NA
6857,Sapporo,Hokkaidō,JP,141.3544,43.0621,1961690,SA
6858,Saqqez,Kordestān,IR,46.2736,36.25,165258,EU
6859,Sar-e Pul,Sar-e Pul,AF,65.9278,36.2214,51075,SA
6860,Saraburi,Sara Buri,TH,100.9114,14.5286,61750,NA
6861,Sarajevo,"Bosnia and Herzegovina, Federation of",BA,18.4132,43.8563,275524,AS
6862,Saransk,Mordoviya,RU,45.1833,54.1833,314789,AF
6863,Saratov,Saratovskaya Oblast’,RU,46.0,51.5333,845300,EU
6864,Saray,Tekirdağ,TR,27.9206,41.4428,6183,AF
6865,Saraykent,Yozgat,TR,35.51,39.6936,5667,AS
6866,Sarayköy,Denizli,TR,28.9267,37.9265,11042,AS
6867,Sarayönü,Konya,TR,32.4064,38.2661,6574,AS
6868,Sarcelles,Île-de-France,FR,2.3808,48.9956,58811,AS
6869,Sardasht,Āz̄arbāyjān-e Gharbī,IR,45.4789,36.1553,50000,EU
6870,Sardinata,Norte de Santander,CO,-72.8003,8.0836,22583,EU
6871,Sargodha,Punjab,PK,72.6711,32.0836,659862,EU
6872,Sarh,Moyen-Chari,TD,18.3833,9.15,108061,AS
6873,Sariwŏn,Hwangbuk,KP,125.7589,38.5039,307764,AS
6874,Sarkad,Békés,HU,21.3778,46.74,9677,AS
6875,Sarlat-la-Canéda,Nouvelle-Aquitaine,FR,1.2167,44.89,8793,AS
6876,Sarmiento,Chubut,AR,-69.0833,-45.6,10858,EU
6877,Sarmīn,Idlib,SY,36.7167,35.9,14530,AS
6878,Sarnen,Obwalden,CH,8.2469,46.8969,10368,SA
6879,Sarpol-e Z̄ahāb,Kermānshāh,IR,45.8647,34.4614,34632,AS
6880,Sarpsborg,Østfold,NO,11.1096,59.2839,54678,AF
6881,Sarrebourg,Grand Est,FR,7.0539,48.7347,12331,AS
6882,Sarreguemines,Grand Est,FR,7.07,49.11,20820,EU
6883,Saruhanlı,Manisa,TR,27.5681,38.7344,7095,EU
6884,Sarāb,Āz̄arbāyjān-e Sharqī,IR,47.5367,37.9408,42057,SA
6885,Sarāqib,Idlib,SY,36.8058,35.8644,39901,AS
6886,Sarıkamış,Kars,TR,42.5903,40.3314,15557,EU
6887,Sarıyer,İstanbul,TR,29.0094,41.1911,46729,AS
6888,Sassandra,Bas-Sassandra,CI,-6.0833,4.9504,38411,EU
6889,Sassari,Sardegna,IT,8.5592,40.7267,116641,EU
6890,Sassenheim,Zuid-Holland,NL,4.5225,52.2258,14886,EU
6891,Sastamala,Pirkanmaa,FI,22.9083,61.3417,25220,AS
6892,Sattahip,Chon Buri,TH,100.9036,12.6636,23418,AS
6893,Satu Mare,Satu Mare,RO,22.89,47.79,102411,AS
6894,Satuek,Buriram,TH,103.3013,15.3008,11444,AS
6895,Satun,Satun,TH,100.0681,6.6147,23612,AS
6896,Saucillo,Chihuahua,MX,-105.2833,28.0333,11004,AF
6897,Saue,Harjumaa,EE,24.5622,59.3231,5631,EU
6898,Saulkrasti,Saulkrastu Novads,LV,24.4164,57.2636,3120,EU
6899,Saumlaki,Maluku,ID,131.3075,-7.975,149790,EU
6900,Saumur,Pays de la Loire,FR,-0.0769,47.26,26599,AS
6901,Saurimo,Lunda Sul,AO,20.3934,-9.6589,393000,EU
6902,Savanna-la-Mar,Westmoreland,JM,-78.1333,18.2167,22600,AS
6903,Savannakhet,Savannakhét,LA,104.75,16.55,124000,AS
6904,Savaştepe,Balıkesir,TR,27.6547,39.3839,5581,NA
6905,Saverne,Grand Est,FR,7.3619,48.7414,11289,EU
6906,Savona,Liguria,IT,8.481,44.308,60632,EU
6907,Savonlinna,Etelä-Savo,FI,28.8831,61.8667,35523,AS
6908,Sawang Daen Din,Sakon Nakhon,TH,103.4569,17.475,8486,EU
6909,Sawang Wirawong,Ubon Ratchathani,TH,105.0922,15.2417,8136,AF
6910,Sawankhalok,Sukhothai,TH,99.8263,17.3099,17148,NA
6911,Sayaxché,Petén,GT,-90.1833,16.5167,59499,AS
6912,Saynshand,Dornogovĭ,MN,110.1367,44.8917,19891,AS
6913,Sayula,Jalisco,MX,-103.5972,19.8836,36778,EU
6914,Sayula de Alemán,Veracruz,MX,-94.95,17.8833,32721,EU
6915,Say’ūn,Ḩaḑramawt,YE,48.7873,15.943,68747,EU
6916,Saïda,Saïda,DZ,0.1517,34.8303,128413,AS
6917,Schaan,Schaan,LI,9.5167,47.1667,5998,AS
6918,Schaffhausen,Schaffhausen,CH,8.6339,47.6965,36587,AS
6919,Schagen,Noord-Holland,NL,4.8,52.78,46553,NA
6920,Schellenberg,Schellenberg,LI,9.5395,47.2283,1091,AS
6921,Scherpenzeel,Gelderland,NL,5.4894,52.0792,9873,NA
6922,Schiedam,Zuid-Holland,NL,4.4,51.9167,77999,NA
6923,Schijndel,Noord-Brabant,NL,5.4364,51.6183,17104,AS
6924,Schinnen,Limburg,NL,5.8894,50.9428,12911,AF
6925,Schleiz,Thuringia,DE,11.8167,50.5833,8854,EU
6926,Schleswig,Schleswig-Holstein,DE,9.5697,54.5153,25322,EU
6927,Schoonhoven,Zuid-Holland,NL,4.8486,51.9475,11922,EU
6928,Schwabach,Bavaria,DE,11.0208,49.3292,40792,EU
6929,Schwandorf,Bavaria,DE,12.0993,49.3236,28828,EU
6930,Schwaz,Tirol,AT,11.7,47.35,13728,EU
6931,Schwelm,North Rhine-Westphalia,DE,7.2972,51.2904,28542,EU
6932,Schwerin,Mecklenburg-Western Pomerania,DE,11.4167,53.6333,95818,EU
6933,Schwyz,Schwyz,CH,8.6583,47.0205,15181,EU
6934,Schwäbisch Hall,Baden-Württemberg,DE,9.7375,49.1122,40440,EU
6935,Schärding,Oberösterreich,AT,13.4317,48.4569,5253,EU
6936,Sebba,Sahel,BF,0.5289,13.4392,3273,EU
6937,Sebezh,Pskovskaya Oblast’,RU,28.4833,56.2833,5401,EU
6938,Sedan,Grand Est,FR,4.9403,49.7019,16193,EU
6939,Seelow,Brandenburg,DE,14.3831,52.5167,5394,EU
6940,Seferhisar,İzmir,TR,26.8388,38.1975,5269,EU
6941,Segovia,Antioquia,CO,-74.7017,7.0781,41000,EU
6942,Segovia,Castille-Leon,ES,-4.1183,40.9481,51258,EU
6943,Segré,Pays de la Loire,FR,-0.8725,47.6864,6938,EU
6944,Seia,Guarda,PT,-7.7024,40.422,24702,AF
6945,Seinäjoki,Etelä-Pohjanmaa,FI,22.8403,62.7903,61530,EU
6946,Seixal,Setúbal,PT,-9.0833,38.6333,158269,EU
6947,Sekondi,Western,GH,-1.704,4.9433,286248,EU
6948,Selibe Phikwe,Selibe Phikwe,BW,27.9167,-21.9667,49724,AS
6949,Selçuk,İzmir,TR,27.3667,37.95,10227,SA
6950,Selçuklu,Konya,TR,32.4996,37.9312,188224,EU
6951,Semarang,Jawa Tengah,ID,110.4167,-6.9667,1621384,EU
6952,Semenivka,Chernihivs’ka Oblast’,UA,32.5797,52.1772,8052,EU
6953,Semikarakorsk,Rostovskaya Oblast’,RU,40.8,47.5167,22030,EU
6954,Semnān,Semnān,IR,53.3833,35.5833,185129,EU
6955,Semīrom,Eşfahān,IR,51.5694,31.4142,26260,AF
6956,Sen Monorom,Mondolkiri,KH,107.1881,12.4558,7500,AF
6957,Senahú,Alta Verapaz,GT,-89.8203,15.4164,98703,AS
6958,Senaki,Samegrelo-Zemo Svaneti,GE,42.0678,42.2689,21596,AS
6959,Sendai,Miyagi,JP,140.8694,38.2683,1058070,AS
6960,Senec,Bratislavský,SK,17.3997,48.2189,20116,EU
6961,Senftenberg,Brandenburg,DE,14.0167,51.5167,24275,EU
6962,Senglea,Isla,MT,14.5169,35.8878,2784,AS
